	TOKEN	NER_TAG
305	People_for_Ethical_Treatment_of_Animals	ORG
312	Eldorado_S/A	ORG
314	Companhia_de_Dança	ORG
320	Cannes-94	ORG
330	Guarda_Municipal	ORG
332	Bradesco_Visa	ORG
341	Tribunal_de_Contas	ORG
342	Justiça_Eleitoral	ORG
343	Tribunais_Regionais_Eleitorais	ORG
344	Departamento_de_Controle_e_Uso_de_Imóveis	ORG
354	TV_Cultura	ORG
360	Associação_Nacional_de_Agências_de_Viagens	ORG
362	Associação_Nacional_de_Pós-graduação_em_Ciências_Sociais	ORG
379	Bolsa_de_Valores_de_São_Paulo	ORG
380	Conselho_Monetário_Nacional	ORG
387	União_Européia	ORG
388	Fittipaldi_Promoções	ORG
391	Instituto_Médico_Legal	ORG
399	Polícia_Federal	ORG
401	Superior_Tribunal_de_Justiça	ORG
402	Ministério_Público_Federal	ORG
404	Associação_dos_Engenheiros	ORG
406	Departamento_de_Defesa	ORG
424	Instituto_Brasileiro_do_Patrimônio_Cultural	ORG
448	Companhia_de_Engenharia_de_Tráfego	ORG
454	China_Southern_Airlines	ORG
456	China_Northwest_Airlines	ORG
458	Ráscal_Pizza_&_Cozinha	ORG
459	Grupo_Viena	ORG
462	Laerte_Cordeiro_&_Associados	ORG
476	The_Independent	ORG
482	Torneio_de_Doha	ORG
489	Secretaria_das_Finanças	ORG
490	Prefeitura_de_São_Paulo	ORG
491	Unidade_Fiscal_do_Município	ORG
497	Tribunal_de_Justiça_Militar	ORG
499	Conselho_Municipal_de_Defesa_dos_Direitos_das_Mulheres_e_das_Minorias	ORG
500	Coordenadoria_Especial_da_Mulher	ORG
503	Delegacia_Regional_do_Trabalho	ORG
504	Instituro_Pedro_Melo	ORG
509	Hirano_Design_International_Inc.	ORG
510	Teatro_Nacional	ORG
512	Companhia_das_Letras	ORG
522	American_Express	ORG
523	Jockey_Club	ORG
524	Fundação_Getúlio_Vargas	ORG
525	Associação_Paulista_de_Propaganda	ORG
527	São_Silvestre	ORG
530	Comissão_de_Assuntos_Econômicos	ORG
531	Justiça_do_Trabalho	ORG
533	Comunidade_de_Estados_Independentes	ORG
536	Banco_Banorte	ORG
538	Secretaria_de_Vias_Públicas	ORG
545	Associação_Médica_Norte-americana	ORG
550	Departamento_de_Estado	ORG
551	Federal_Bureau_Investigation	ORG
552	Agropecuária_América	ORG
553	Citrovita_Agropecuária	ORG
554	Congresso_Nacional	ORG
559	Anjos_da_Noite	ORG
568	Instituto_Brasileiro_de_Turismo	ORG
569	Secretaria_da_Fazenda	ORG
577	Centro_Internacional_de_Arte_e_Escultura	ORG
578	Organização_dos_Estados_Americanos	ORG
581	Superliga_Nacional_Masculina	ORG
582	Tijuca_Tênis_Clune	ORG
585	Organizações_Globo	ORG
586	Companhia_de_Mineração	ORG
587	Rede_RBS	ORG
588	Net_Brasil	ORG
596	Assembléia_Nacional	ORG
597	Josip_Weber	ORG
602	Administração_Regional	ORG
606	Banco_Mercantil	ORG
622	Secretaria_da_Saúde	ORG
623	Fundação_Nacional_de_Saúde	ORG
633	Justiça_Federal	ORG
635	Banco_de_Boston	ORG
638	Polícia_Civil	ORG
641	Automóvel_Clube	ORG
647	The_New_York_Times	ORG
649	Comissão_de_Agricultura	ORG
650	Câmara_dos_Deputados	ORG
665	Eufrasio_Veículos	ORG
667	Câmara_Americana	ORG
671	Us_Open	ORG
674	Empresa_Metropolitana_de_Transportes_Urbanos	ORG
677	Vasco_da_Gama	ORG
691	Folha/«The_New_York_Times»	ORG
692	Sesc_Pompéia	ORG
699	Instituto_de_Pesquisas_Econômicas_e_Administrativas/MG	ORG
709	Nacional_Iguatemi_Empreendimentos	ORG
715	Casa_Legislativa	ORG
728	Congresso_Internacional_de_Direitos_Autorais	ORG
730	Conselho_Nacional_de_Direito_Autoral	ORG
735	Secretaria_Estadual_da_Saúde	ORG
736	Centro_de_Vigilância_Epidemiológica	ORG
738	Luiz_Antonio_Fleury_Filho	ORG
744	Bolsa_de_Mercadorias_e_Futuros	ORG
748	Universidade_Federal_da_Paraíba	ORG
752	Fundação_Dom_Cabral	ORG
757	Houston_Rockets	ORG
766	Campeonato_Paulista	ORG
774	Comissão_Mista_de_Orçamento	ORG
775	Universidade_Estadual_Paulista	ORG
778	Ministério_Público	ORG
779	Corrente_Sindical_Classista	ORG
795	Banco_Real	ORG
799	Barnes_and_Nobles	ORG
800	Viação_Boa_Vista	ORG
801	Polícia_Rodoviária	ORG
803	Centros_Populares_de_Cultura	ORG
804	União_Nacional_dos_Estudantes	ORG
806	Mancha_Verde	ORG
807	Gaviões_da_Fiel	ORG
808	Tribunal_Regional_Eleitoral	ORG
815	Polícia_Militar	ORG
821	Gabinete_Civil	ORG
825	Instituto_da_Califórnia_para_Tecnologia_Avançada	ORG
828	Comando_Vermelho	ORG
831	Banco_Itamarati	ORG
832	Companhia_Brasileira_de_Alumínio	ORG
833	OAS_Participações	ORG
835	Folha_da_Manhã_S/A	ORG
836	Partido_Revolucionário_Institucional	ORG
846	Ministério_Público_Estadual	ORG
847	Empresa_de_Correios_e_Telégrafos	ORG
848	Caixa_Econômica_Federal	ORG
850	Hubert_Imóveis_e_Administração	ORG
854	Secretaria_Municipal_da_Administração	ORG
855	Diário_Oficial	ORG
858	McDonald\'s	ORG
859	William_Rhodes	ORG
861	Antônio_Correia_Meyer	ORG
862	Federação_Paulista_de_Futebol	ORG
865	Departamento_de_Estradas_de_Rodagem	ORG
871	F-1	ORG
872	Mário_Luna	ORG
873	Departamento_de_Crédito_e_Financiamento	ORG
877	Financial_Times	ORG
881	Tribunal_Superior_Eleitoral	ORG
889	Exército_Republicano_Irlandês	ORG
895	Ueta_Indústria_e_Comércio_de_Aparelhos_Eletrônicos	ORG
903	Biblioteca_Nacional	ORG
916	Comissão_de_Processos_Administrativos_Especiais	ORG
925	Instituto_Ulysses_Guimarães_de_Estudos_Políticos_e_Sociais	ORG
926	Forças_Armadas	ORG
950	Igreja_Católica	ORG
951	Gianetti_da_Fonseca	ORG
957	Associação_Mundial	ORG
958	Federação_Internacional	ORG
966	Ballet_da_Ópera_de_Lyon	ORG
970	Ballet_de_Lyon	ORG
989	Ces-Senac	ORG
990	Oficina_de_Artes_do_Livro	ORG
998	Escritório_Regional_de_Saúde	ORG
1010	Câmara_de_Comércio_Brasil-Estados_Unidos	ORG
1017	Jovem_Pan	ORG
1020	Vara_Central_da_Infância_e_Juventude	ORG
1024	Ponte_Preta	ORG
1029	Pink_Floyd	ORG
1030	U2	ORG
1032	Liga_de_Assistência_e_Recuperação	ORG
1033	Secretaria_de_Saúde	ORG
1034	Conferência_sobre_Segurança_e_Cooperação_na_Europa	ORG
1036	Hubert_Imóveis_e_Administração_Ltda	ORG
1038	Cartel_de_Cáli	ORG
1056	Universidade_de_Arizona	ORG
1057	Agência_Meteorológica_Japonesa	ORG
1066	The_Jackson_5	ORG
1073	Tribunal_Superior_do_Trabalho	ORG
1074	Ordem_dos_Advogados_do_Brasil	ORG
1075	Serviço_de_Apoio_à_Pequena_e_Média_Empresa	ORG
1077	Associação_Brasileira_de_Imprensa	ORG
1078	Comissão_Pastoral_da_Terra	ORG
1083	Universidade_da_Califórnia	ORG
1087	Esplanada_Grill	ORG
1096	Free_Jazz_Festival	ORG
1098	Associação_Brasileira_da_Indústria_de_Máquinas	ORG
1099	Gelaguela_Sobremesas	ORG
1103	Universidade_Yale	ORG
1110	Conselho_Regional_de_Economia	ORG
1115	Campeonato_Italiano	ORG
1132	Departamento_de_Fiscalização	ORG
1142	Serviço_de_Segurança_ao_Crédito_e_Informações	ORG
1143	Indústrias_J.B._Duarte	ORG
1150	Partido_Liberal_Democrático	ORG
1154	Movimento_por_Terra,_Trabalho_e_Liberdade	ORG
1158	Junta_da_Justiça_do_Trabalho	ORG
1159	Sindicato_dos_Jornalistas	ORG
1165	Campeonato_Brasileiro	ORG
1177	Guarda_Nacional	ORG
1180	Centro_de_Biologia_Marinha	ORG
1181	Centro_de_Ambulâncias	ORG
1194	Médicos_Sem_Fronteiras	ORG
1196	Campeonato_Brasileiro_de_Fórmula_Ford	ORG
1199	Superintendência_Nacional_de_Abastecimento	ORG
1203	Ministério_das_Relações_Exteriores	ORG
1205	California_State_University	ORG
1206	República_Movimento	ORG
1207	Orquestra_Estadual	ORG
1211	Conselho_Federal_de_Medicina	ORG
1216	Batalhão_de_Choque	ORG
1220	Comunidade_Pacifista_Cristã	ORG
1221	Torneio_Internacional_de_Basquete	ORG
1228	Ministério_da_Previdência	ORG
1229	Alexandre_Dupeyrat	ORG
1242	Secretaria_do_Meio_Ambiente	ORG
1263	Southern_Methodist_University	ORG
1269	Conselho_de_Segurança	ORG
1301	Conselho_Deliberatico	ORG
