	TOKEN	NER_TAG
763	Copa_Bandeirantes	O
487	Cosmética\'94	O
1021	Cristou	O
4	Câmera_Manchete	O
817	Céramus	O
1050	DJs_Bidi	O
368	Der_Haten	O
1175	Dia_das_Mães	O
1091	Dia_do_Soldado	O
830	Digable_Planets	O
985	Direito_Sindical	O
222	Dizem_que_É_Amor	O
789	Dominick\'s	O
349	East_72	O
992	Elvis:_From_Nashville_To_Memphis	O
869	Em_a_Praia	O
896	Empresarial_Jaraguá	O
1005	Enciclopédia_Britânica	O
1058	Engenheiro_Marsilac	O
614	Epson_Stylus_800	O
758	Estado_de_Direito	O
694	Exercícios_Visuais	O
19	Exterminador_do_Futuro_2_-_O_Julgamento_Final	O
968	Extra_Veinous	O
798	Faculdade_de_Direito	O
794	Faculdade_de_Medicina	O
157	Faria_Lima	O
941	Fernando_Casal_de_Rey	O
938	Finame_Rural	O
268	Fogo_Cruzado	O
378	Folha_Imagem	O
924	Folha_Informações	O
199	Folha_Norte	O
685	Fome_e_desemprego_._Agricultura_é_a_solução	O
952	Freddy_Tatoo	O
187	Free_Press	O
10	Free_shop	O
302	Fundo_Social_de_Emergência	O
714	Fundo_Social_de_Solidariedade	O
556	Fundo_de_Participação_dos_Estados_e_municípios	O
384	Fórmula_1	O
385	Fórmula_Indy	O
700	Fúria_Metal	O
1072	G._Love_and_Special_Sauce	O
217	Gaiola_de_Faraday	O
517	Gajowianka	O
913	Gama\'a_al-Islamiya	O
395	Gazeta_Filho	O
653	Golden_Horn	O
908	Grande_Prêmio	O
460	Grupo_de_Juiz_de_Fora	O
826	Grupo_dos_Sete	O
927	Guatemala_Blues	O
756	Guerra_Fria	O
223	High_Time	O
18	Honda_Civic	O
1047	Hospital_do_Mandaqui	O
628	IPC-amplo	O
240	IRLF	O
397	ISO-9002	O
703	I_Wanna_Live	O
963	I_Want_to_Cross_Over	O
442	Ibope_Mídia	O
1129	Idade_Média	O
433	Imposto_de_Importação	O
126	Imposto_de_Renda	O
434	Imposto_sobre_Produtos_Industrializados	O
245	Imposto_Único	O
431	Inteligência_Fiscal	O
797	Interferon_Beta	O
228	Irmãos_Coragem	O
761	Isso_é_Bossa_Nova	O
993	It\'s_Now_or_Never	O
407	Itereí	O
616	J&R_Computer_World	O
574	Japan_Steel	O
892	Jardim_Mutinga	O
253	Jeca_Tatu	O
1035	Jogos_da_Amizade	O
236	Jornal_Nacional	O
1105	Journey_in_the_Universe	O
796	João_Pessoa	O
712	Jucabaré-Theatro_Inteligente	O
437	La_Bicocca	O
322	La_Reina_de_La_Noche	O
79	Lake_Powell	O
365	Lambari_d'_Oeste	O
742	Lanternas_Vermelhas	O
683	Lei_8.666	O
781	Les_Granges	O
89	Let\'s_Call_the_Whole_Thing_Off	O
285	Livraria_da_Vila	O
1262	Lono_Island	O
329	Los_AngelesDetroitLos_Angeles	O
746	Los_Gatos	O
325	Los_Naufragos	O
920	Losing_My_Religion	O
94	Love_Is_Here_to_Stay	O
93	Love_Walked_In	O
411	Lovemar	O
11	Lx_810	O
287	M2.000	O
288	M2.000_Summer_Concerts	O
155	MIT_Dealing_Management_Inc.	O
1093	Mano_Bap	O
127	Master_System	O
1224	Mata_Velha	O
654	Matis-Paris_Brasil	O
931	Medida_Provisória	O
626	Meia_Ponte	O
422	Memorial_de_Menininha_do_Gantois	O
423	Menininha_do_Gantois	O
109	Metavídeo/Metalivros	O
382	Mighty_Max	O
318	Mil_e_Uma	O
996	Monte_Aprazível	O
208	Monte_líbano	O
505	More_Fun	O
928	Mostar_Sarajevo	O
922	Movimento_Zona_Sul	O
1136	Mulher,_a_Melhor_Opção_de_Investimento	O
1106	Multimídia_Center	O
211	Napapiiri	O
933	Newmann/Hass	O
91	Nice_Work_if_You_Can_Get_it	O
1208	Nona_de_Beethoven	O
1008	Nossa_Caixa	O
773	Nosso_Senhor_do_Bonfim	O
1213	Nova_Brasília	O
726	Nova_Força	O
619	Nove_de_Julho	O
943	O_Magnata_Grego	O
878	O_Olho_da_Revolução	O
61	Okehurst	O
249	Olho_Mágico	O
1230	Olhos_de_Serpente	O
947	Onassis:_The_Richest_Man_in_the_World	O
772	Onze_Mundial	O
771	Onze_de_Ouro	O
717	Os_Imperdoáveis	O
30	Os_Papéis_De_FLAVIO-SHIRÓ	O
129	PC_1.000	O
463	Pacto_de_Varsóvia	O
1051	Pailista	O
145	Painel_do_Leitor	O
839	Palácio_da_Justiça	O
991	Papel_Artesanal:_Processamento_de_Fibras_Vegetais	O
216	Paraklin_Pára-raios	O
1185	Parceria_pela_Paz	O
128	Pense_Bem	O
64	Pergunte_ao_Pó	O
0	Pesquisa_Datafolha	O
695	Pinheiros_Vivo	O
207	Piranhos	O
949	Plano_Cruzado	O
123	Plano_Real	O
381	Plano_Verão	O
704	Poison_Heart	O
867	Por_o_Bosque	O
120	Presidente_da_República	O
880	Presidência_da_República	O
595	Primeira_Guerra_Mundial	O
9	Primeiro_Mundo	O
339	Programa_de_Capacitação_Gerencial	O
555	Programa_de_Integração_Social	O
36	Projeto_Acqua	O
747	Propaganda_-_O_Poder_da_Imagem	O
824	Prêmio_Nobel	O
979	Prêmio_Nobel_da_Paz	O
644	Prêmio_Simbólico	O
793	Q1	O
334	Qualidade_Total	O
1170	Quarteto_Fantástico	O
321	Quinzena_dos_Realizadores	O
863	Raul_Torres_&_Florêncio	O
1198	Revista_da_Folha	O
853	Revolução_dos_Cravos	O
1139	Rio-São_Paulo	O
181	Rio_Branco	O
753	STC-Executivo	O
160	Saaras	O
336	Sagaken	O
648	Said_Miguel	O
148	Sala_Gil_Vicente	O
390	Salute_Milk	O
745	Sant\'Anna	O
986	Santa_Casa	O
1163	Santana_Quantum	O
494	Santo_Américo	O
1225	Santya	O
882	Segunda_Guerra	O
860	Segurança_Pública	O
295	Seguridade_Social	O
333	Seminário_Internacional	O
909	Senna_erra_e_Schumacher_vence	O
340	Serviço_Brasileiro_de_Apoio_às_Micro_e_Pequenas_Empresas	O
575	Sete_Ondas	O
122	Sexta-feira,_Folha	O
1023	Shalk-04	O
327	Sin_Compassion	O
1111	Sistema_de_Projeções_Qualificadas	O
1156	Smirnoff_International_Fashion_Awards	O
1231	Snake_Eyes	O
976	Someone_to_Watch_Over_Me	O
679	Souza_Cruz	O
389	Special_Girolando	O
372	Special_K	O
1028	Steel_Wheels	O
410	Suburbano_Coração	O
370	Sucumbe_a_Cólera	O
827	Super-301	O
16	Suzuki_Swift	O
573	São_Bento	O
243	São_Clemente	O
764	Série_A-1	O
3	TCF1	O
1168	TV_Doctor_Who	O
1167	Tank_Girl	O
124	Taxa_Referencial	O
149	Teatro_Ruth_Escobar	O
147	Teatro_da_Dança	O
130	Telepapo	O
251	Terceiro_Mundo	O
1223	Terra_Boa	O
1094	The_Central_Scrutinizer	O
944	The_Greek_Tycoon	O
92	They_All_Laughed	O
88	They_Can\'t_Take_That_Away_From_Me	O
866	Through_the_Woods	O
1015	Time_dos_Sonhos	O
38	Titã_2	O
784	Tratado_de_Assunção	O
593	Tratado_de_Sèvres	O
492	Tributação_no_Brasil_e_o_Imposto_Único	O
246	Trio_Irakitan	O
202	Três_Tristes_Tigres	O
953	Tyes	O
131	Tá_Na_Hora	O
1097	US3	O
324	Um_Certo_Olhar	O
718	Um_Mundo_Perfeito	O
673	Um_Paraíso_Perdido	O
53	United_Collors	O
762	União_São_João	O
293	Uno_Mille	O
136	Vercoutter	O
621	Vias_Públicas	O
696	Vila_Olímpia_Viva	O
1193	Virginia_de_la_Guardia	O
1292	Visconde_de_Porto_Seguro	O
369	Viva_Viva	O
515	Volta_da_França	O
225	Vício_Maldito	O
1042	Wapsa	O
518	Wator	O
179	Winfreys	O
260	Young_Gods	O
624	Zoneamento_Ecológico-Econômico	O
