TOKEN	NER_TAG
Edouard_Balladur	PER
Eduardo_Castanho	PER
Eduardo_Lago	PER
Eduardo_Lourenço	PER
Elcio_Álvares	PER
Eliana_Lopes	PER
Eliezer_Baptista	PER
Eliezer_Batista	PER
Elijah_Litana	PER
Eliseu_Francisco_de_Lyra	PER
Ella_Fitzgerald	PER
Elvis_Aaron_Presley	PER
Elvis_Presley	PER
Emerson_Fittipaldi	PER
Emily_Lloyd	PER
Emir_Larangeira	PER
Emmanuel_Amunike	PER
Emília_Ehrlich	PER
Ernane_Galvêas	PER
Ernesto_Zedillo	PER
Errol_Flynn	PER
Esperidião_Amin	PER
Espiridião_Amin	PER
Ettore_Gagliardi	PER
Euclides_da_Cunha	PER
Eunícia_Guimarães	PER
Evander_Holyfield	PER
Ewaldo_Ruy	PER
Fausto_Camper	PER
Fausto_Cardoso	PER
Fausto_Chermont	PER
Fausto_Silva	PER
Fernando_Belo	PER
Fernando_Collor	PER
Fernando_Fortes	PER
Fernando_Henrique	PER
Fernando_Henrique_Cardoso	PER
Ferreira_Jr.	PER
Fidel_Castro	PER
Floriano_Graça	PER
Flávio_Ferrari	PER
Flávio_Pozzuto	PER
Francesco_Farina	PER
Francis_Bacon	PER
Francisco_Badenes	PER
Francisco_Lafayette	PER
Francisco_Lombardi	PER
Francisco_Morato	PER
Francisco_Rossi	PER
Franco_Zefirelli	PER
Frank_Kerr	PER
Frank_Sinatra	PER
Frank_Zappa	PER
Frankfurter_Allgemeine	PER
Franklin_Delano_Roosevelt	PER
Freddy_Krueger	PER
Fábio_Igel	PER
Fábio_Raunheitti	PER
Galina_Gorchakova	PER
George_Bush	PER
Giampiero_Boniperti	PER
Gilberto_Fernandes	PER
Gilberto_Gil	PER
Gilberto_Miranda	PER
Gilson_Paulino_dos_Santos	PER
Giovanni_Trapattoni	PER
Glauco_Pereira_Chaves	PER
Gloria_Attanasio	PER
Gloria_Kalil	PER
Gloria_Pires	PER
Godofredo_Furtado	PER
Gore_Vidal	PER
Guilherme_Palmeira	PER
Guilherme_Silveira	PER
Gulbuddin_Hekmatyar	PER
Gustavo_Franco	PER
Gustavo_Krause	PER
Harrison_Pope	PER
Harvey_Keitel	PER
Henry_Bogdan	PER
Henry_Kissinger	PER
Herbert_Berger	PER
Horácio_Galvanese	PER
Humberto_Lucena	PER
Humberto_Nastari	PER
Hélio_Costa	PER
Hélio_Portocarrero	PER
Ibsen_Pinheiro	PER
Iggy_Pop	PER
Ignacio_Perea	PER
Ilmar_Galvão	PER
Irene_Papas	PER
Isaac_Ainhorn	PER
Itamar_Borges	PER
Itamar_Franco	PER
Iti_Fuji	PER
J.J._Letho	PER
Jabaury_Jr.	PER
Jack_Girafa	PER
Jack_«Girafa»_Charlton	PER
Jackie_O.	PER
Jair_Pereira	PER
James_Brown	PER
James_McDougal	PER
James_Russo	PER
Janete_Clair	PER
Jayme_Lemos	PER
Jean-François_Champollion	PER
Jeff_Gillooly	PER
Jessye_Norman	PER
Jim_Greer	PER
Jimi_Hendrix	PER
Joel_Silver	PER
Johan_Cruyff	PER
John_Cassavettes	PER
John_Fante	PER
John_Paul_Getty	PER
John_Paul_Getty_2º	PER
John_Ritchings	PER
Joilson_da_Silva	PER
Jonas_Rúbio	PER
Jorge_Ben_Jor	PER
Jorge_Bornhausen	PER
Jorge_da_Cunha_Lima	PER
Jos_Verstappen	PER
Joseph_McCarthy	PER
José_Arthur_Giannotti	PER
José_Carlo_Dri	PER
José_Carlos_Araújo	PER
José_Carreras	PER
José_Dirceu	PER
José_Fioravanti	PER
José_Genoino	PER
José_Geraldo	PER
José_Machado_de_Campos_Filho	PER
José_Maria_Alkimin	PER
José_Nazar	PER
José_Paulo_Bisol	PER
José_Saramago	PER
José_Sarney	PER
José_Scafura	PER
José_Sebastião_Figueiredo	PER
José_Serra	PER
José_Tavares_da_Graça	PER
Joyce_Pascowitch	PER
João_Alves	PER
João_Cachoeira	PER
João_Carlos_Martins	PER
João_Gilberto	PER
João_Havelange	PER
João_Hermann	PER
João_Herreras	PER
João_Pato	PER
João_Paulo_2º	PER
João_Paulo_Bordon	PER
João_do_Amaral_Gurgel	PER
Juan_Jose_Galeano	PER
Juan_Manuel_Fangio	PER
Juarez_Rizzieri	PER
Juca_Chaves	PER
Julia_Child	PER
Julie_Halard	PER
June_Drummond	PER
Juscelino_Kubitschek	PER
Jânio_Quadros	PER
Jônice_Tristão	PER
Júlio_Neves	PER
Kalef_João_Francisco	PER
Karim_Alami	PER
Karl_Lagerfeld	PER
Karl_Wendlinger	PER
Kate_Moss	PER
Kazuo_Tamura	PER
Kennet_Andersson	PER
Kevin_Costner	PER
Kim_Ho	PER
LUÍS_ANTÔNIO_GIRON	PER
Laerte_Leite_Cordeiro	PER
Lawton_Chiles	PER
Leitão_de_Abreu	PER
Lennart_Johansson	PER
Leonardo_Romanioli_Filho	PER
Leonel_Brizola	PER
Leonid_Kravtchuk	PER
Leonilson_Ribeiro	PER
Letícia_Zioni_Gomes	PER
Levir_Culpi	PER
Lionel_Robbins	PER
Liz_McComb	PER
Lloyd_Bentsen	PER
Lorenzo_Merlino	PER
Lourenço_Lopes	PER
Luaka_Bop	PER
Luis_Carlos_Scafura	PER
Luiz_Antonio_Siqueira_Dias	PER
Luiz_Antônio_de_Medeiros	PER
Luiz_Azevedo	PER
Luiz_Estevão	PER
Luiz_Gushiken	PER
Luiz_Henrique	PER
Luiz_Henrique_Barros_de_Arruda	PER
Luiz_Inácio_Lula_da_Silva	PER
Luiz_Roberto_Nascimento_Silva	PER
Luiz_Zerbini	PER
Luiza_Erundina	PER
Luís_Carlos_Berrini	PER
Luís_Carlos_Chaves	PER
Luís_Carlos_dos_Santos	PER
Luís_Eduardo_de_Assis	PER
Luís_Silveira	PER
Luís_de_Camões	PER
Lélio_Viana_Lôbo	PER
Líbero_Badaró	PER
Lúcia_Atalla	PER
MONIQUE_EVANS	PER
Magda_Collares	PER
Maguy_Marin	PER
Maja_Desnuda	PER
Major_Sertório	PER
Mangosuthu_Buthelezi	PER
Manoel_Carlos_Marques_Beato	PER
Manoel_Lopes_Duarte	PER
Manoel_Moreira	PER
Manoel_Salviano	PER
Manoela_Nicoletti	PER
Manuel_Pacheco	PER
Manuel_Tavares_da_Graça	PER
Marcella_Hazan	PER
Marcello_Alencar	PER
Marcello_Lippi	PER
Marcelo_Loureiro	PER
Marcelo_Negrão	PER
Marco_Antonio_Nahum	PER
Marco_Cesar_Meira_Naslausky	PER
Marco_Nanini	PER
Marcos_Augusto_Gonçalves	PER
Marcos_Cintra	PER
Marcos_Vinícius_Lima	PER
Marcus_Vinícius	PER
Margaret_Thatcher	PER
Maria_Bethânia	PER
Maria_Carey	PER
Maria_Elisa_Flora_Demarchi	PER
Maria_Estela	PER
Maria_do_Carmo_Nascimento_Alves	PER
Mariano_Gonçalves_Neto	PER
Marilena_Ansaldi	PER
Marilena_Chaui	PER
Marilia_Pêra	PER
Marinko_Gagro	PER
Mario_Covas	PER
Marisa_Orth	PER
Mark_Fischer	PER
Markus_Sokol	PER
Marluce_Dias_da_Silva	PER
Marta_Suplicy	PER
Martin_Luther_King	PER
Mauro_Pereira	PER
Mauro_Salles	PER
Mauro_Silva	PER
Maurício_Corrêa	PER
Meca_Vargas	PER
Mercedes_Ribeiro_de_Miranda	PER
Mercedes_Rossi_de_Almeida	PER
Michael_Fay	PER
Michael_Moorer	PER
Michael_Myers	PER
Michael_Schumacher	PER
Michael_Stich	PER
Michael_Stipe	PER
Miguel_Kodja_Neto	PER
Miguel_Littin	PER
Miguel_Reale_Jr.	PER
Miguel_Ângelo_da_Luz	PER
Mike_Mills	PER
Milton_Julio_Zanluqui	PER
Mohamed_6º	PER
Monica_Seles	PER
Monique_Evans	PER
Montoro_Filho	PER
Moreira_Alves	PER
Muir_Woods	PER
Murilo_Mendes	PER
Mustafá_Kemal	PER
Márcia_Cibilis_Viana	PER
Márcia_Mendes	PER
Márcio_Putnoki	PER
Márcio_Ribeiro	PER
Márcio_Rillo	PER
Márcio_Santos	PER
Mário_Covas	PER
Míton_Cabral	PER
Nancy_Kerrigan	PER
Naum_Alves_de_Souza	PER
Neil_Armstrong	PER
Nelson_Mandela	PER
Nilo_Batista	PER
Nilton_Cerqueira	PER
Ningxia_Hui	PER
Nirlando_Beirão	PER
Nivaldo_Silva_Costenaro	PER
Noélia_Soares	PER
Nuno_Leal_Maia	PER
Nuno_Ramos	PER
O_Amanuense_Belmiro	PER
Octavio_Paz	PER
Octávio_Cavalcanti_Lacombe	PER
Olacyr_de_Moraes	PER
Onaldo_Pereira	PER
Orestes_Quércia	PER
Orlando_Moraes	PER
Oscar_Tadaioshi_Izumi	PER
Osires_Lopes_Filho	PER
Osny_Silveira_Neto	PER
Osvaldo_Aranha	PER
Othon_Bastos	PER
Otto_Reiter	PER
Patricia_Wells	PER
Patrick_Mayhew	PER
Patrícia_Gomes	PER
Paul_Singer	PER
Paulo_Araújo	PER
Paulo_Cesar	PER
Paulo_Maluf	PER
Paulo_Portugal	PER
Paulo_Renato_de_Souza	PER
Paulo_Ubiratan	PER
Paulo_de_Almeida	PER
Pedro_Collor	PER
Pedro_Lamy	PER
Pedro_Paulo_Rangel	PER
Pete_Sampras	PER
Peter_Gunn	PER
Peter_Luger_Steak_House	PER
Philip_Glass	PER
Philip_Perry	PER
Phillip_Trent	PER
Piotr_Wator	PER
Plácido_Domingo	PER
Pérsio_Arida	PER
Raoul_Coutard	PER
Raul_Boesel	PER
Raul_Pelegrini	PER
Raymond_Kelly	PER
Regina_Casé	PER
Reginaldo_Duarte	PER
Reinaldo_Lourenço	PER
Renata_Lourenção	PER
Renata_Queiróz	PER
Renato_Batista_Pedroso	PER
Renato_Trindade	PER
Rene_Degni-Segui	PER
René_Scorsa	PER
Reuters_Holdings	PER
Reynaldo_de_Barros	PER
Ribeirão_Preto	PER
Ricardo_Fiuza	PER
Ricardo_Hantzchel	PER
Ricardo_Jordão	PER
Richard_Dart	PER
Richard_Gustafson	PER
Richard_Strauss	PER
Ricki_Lake	PER
Rita_Lee	PER
Ritchings	PER
Robert_Johnson	PER
Robert_McDuffie	PER
Robert_Winston	PER
Roberto_Baggio	PER
Roberto_Bettega	PER
Roberto_Capuano	PER
Roberto_Dávila	PER
Roberto_Ilhesca	PER
Roberto_Requião	PER
Roberto_Schwarz	PER
Roberto_de_Oliveira	PER
Rodney_King	PER
Roger_Sperry	PER
Rogério_Voltan	PER
Rolim_Amaro	PER
Roman_Jakobson	PER
Ronald_Agenor	PER
Ronald_Reagan	PER
Ronaldo_Graça_Couto	PER
Ronaldo_Rosas	PER
Ronan_Tito	PER
Rubens_Barrichello	PER
Rubens_Gonçalves_Barrichello	PER
Rubens_Ricupero	PER
Rubens_Ricúpero	PER
Rubinho_Gimenes	PER
Rui_Ramos	PER
Ruth_Cardoso	PER
Ruud_Gullit	PER
Salvo_Lima	PER
Samir_Abdul_Hack	PER
Santiago_Bernabeu	PER
Sara_Lemos	PER
Sargento_Rock	PER
Saul_Queiroz	PER
Saulo_Ramos	PER
Sean_Connery	PER
Serena_Cay	PER
Sergei_Leiferkus	PER
Siegbert_Zanettini	PER
Silvio_Berlusconi	PER
Silvio_Santos	PER
Simon_Franco	PER
Simon_Franco_Recursos_Humanos	PER
Sinn_Fein	PER
Sonia_Braga	PER
Sonia_Motta	PER
Spike_Lee	PER
Sra._Oke	PER
Stan_Kenton	PER
Stefan_Edberg	PER
Stephen_Freehill	PER
Steve_Wonder	PER
Stevie_Wonder	PER
Susan_Marshall	PER
Suzana_de_Moraes	PER
Sven-Goran_Eriksson	PER
Sá_Freire	PER
Sérgio_Amaral	PER
Sérgio_Cardoso	PER
Sérgio_Danese	PER
Sérgio_Duran	PER
Sérgio_Fioravanti	PER
Sérgio_Machado	PER
Sérgio_Motta	PER
Sérgio_Nogueira	PER
Sérgio_Ueta	PER
Sócrates_Onassis	PER
Sônia_Pompeu	PER
T.J._Lowther	PER
Tab_Ramos	PER
Takeo_Hirata	PER
Takuo_Hirano	PER
Taras_Liskevich	PER
Tarcísio_Meira	PER
Tasso_Jereissati	PER
Tatau_Godinho	PER
Tatiana_Marques_Pedrosa	PER
Telê_Santana	PER
Tetsuyuki_Hirano	PER
Thomas_Hampson	PER
Tide_Setubal	PER
Tim_Maia	PER
Tokyo_Journal	PER
Tom_Zé	PER
Tonya_Harding	PER
Tsunezaemon_Maeda	PER
Ulysses_Guimarães	PER
Unidade_Real_de_Valor	PER
VERA_LÚCIA_DA_COSTA_ANTUNES	PER
Van_Himst	PER
Vera_Bononi	PER
Vera_Lucia_Vassouras	PER
Vera_Lúcia_Barbosa	PER
Vera_Melo_Araújo	PER
Vicente_Amato_Neto	PER
Vicente_Rivera_Gonzalez	PER
Vicente_Wilson_Rivera_Ramos	PER
Virginia_Slims_Masters	PER
Visconde_da_Luz	PER
Vital_Borkelmans	PER
Vladimir_Rioli	PER
Wagner_Costa	PER
Waldemar_Cordeiro	PER
Waldemar_de_Brito	PER
Waldir_de_Arruda_Miranda_Carneiro	PER
Walter_Queiroz	PER
Walter_Rodrigues	PER
Wilma_Kovesi	PER
Wilson_Barbosa	PER
Wilson_Barros	PER
Wilson_Romão	PER
Yasuhi_Akashi	PER
Yohei_Kono	PER
Zdenek_Zeman	PER
Zhang_Yimou	PER
Zé_Milionário	PER
